artist_name,album_name,release_date,track_name,track_number,explicit
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,The Fate of Ophelia,1,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Elizabeth Taylor,2,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Opalite,3,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Father Figure,4,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Eldest Daughter,5,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Ruin The Friendship,6,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Actually Romantic,7,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Wi$h Li$t,8,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Wood,9,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,CANCELLED!,10,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Honey,11,True
"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl + Acoustic Collection,2025-11-07,The Life of a Showgirl (feat. Sabrina Carpenter),12,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,The Fate of Ophelia - Alone In My Tower Acoustic Version,13,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Elizabeth Taylor - So Glamorous Cabaret Version,14,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Opalite - Life Is A Song Acoustic Version,15,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Eldest Daughter - Now You’re Home Acoustic Version,16,True
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Ruin The Friendship - My Advice Version,17,False
Taylor Swift,The Life of a Showgirl + Acoustic Collection,2025-11-07,Wi$h Li$t - Settled Down Acoustic Version,18,True
"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl + Acoustic Collection,2025-11-07,The Life of a Showgirl (feat. Sabrina Carpenter) - Dressing Room Rehearsal Version,19,True
Taylor Swift,The Life of a Showgirl,2025-10-03,The Fate of Ophelia,1,False
Taylor Swift,The Life of a Showgirl,2025-10-03,Elizabeth Taylor,2,False
Taylor Swift,The Life of a Showgirl,2025-10-03,Opalite,3,False
Taylor Swift,The Life of a Showgirl,2025-10-03,Father Figure,4,True
Taylor Swift,The Life of a Showgirl,2025-10-03,Eldest Daughter,5,True
Taylor Swift,The Life of a Showgirl,2025-10-03,Ruin The Friendship,6,False
Taylor Swift,The Life of a Showgirl,2025-10-03,Actually Romantic,7,True
Taylor Swift,The Life of a Showgirl,2025-10-03,Wi$h Li$t,8,True
Taylor Swift,The Life of a Showgirl,2025-10-03,Wood,9,True
Taylor Swift,The Life of a Showgirl,2025-10-03,CANCELLED!,10,True
Taylor Swift,The Life of a Showgirl,2025-10-03,Honey,11,True
"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl,2025-10-03,The Life of a Showgirl (feat. Sabrina Carpenter),12,True
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,The Life of a Showgirl Intro,1,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,The Fate of Ophelia - Track by Track,2,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,The Fate of Ophelia,3,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Elizabeth Taylor - Track by Track,4,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Elizabeth Taylor,5,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Opalite - Track by Track,6,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Opalite,7,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Father Figure - Track by Track,8,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Father Figure,9,True
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Eldest Daughter - Track by Track,10,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Eldest Daughter,11,True
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Ruin The Friendship - Track by Track,12,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Ruin The Friendship,13,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Actually Romantic - Track by Track,14,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Actually Romantic,15,True
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Wi$h Li$t - Track by Track,16,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Wi$h Li$t,17,True
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Wood - Track by Track,18,False
Taylor Swift,The Life of a Showgirl (Track by Track Version),2025-10-02,Wood,19,True
