artist_name,album_id,release_date,track_name,track_number,explicit,tempo,energy,danceability,duration_min,time_signature,valence,acousticness,instrumentalness,liveness,loudness,speechiness,full_key,track_id
Taylor Swift,2,2008-11-11,superstar,5,False,171.862,55.50000000000001,45.4,4.39775,4/4,17.1,15.7,0.0,34.300000000000004,-6.69,2.83,D Major,19
Taylor Swift,2,2008-11-11,the other side of the door,6,False,163.936,87.3,43.2,3.974066666666667,4/4,62.9,2.79,0.0,16.7,-4.367,5.7700000000000005,E Major,20
Taylor Swift,2,2008-11-11,fearless,7,False,100.118,74.1,56.89999999999999,4.026533333333333,4/4,43.0,1.22,0.0,33.300000000000004,-4.963,2.82,F Major,21
Taylor Swift,2,2008-11-11,fifteen,8,False,95.466,64.60000000000001,55.900000000000006,4.906983333333334,4/4,28.9,11.6,0.0,32.0,-4.61,2.72,G Major,22
Taylor Swift,2,2008-11-11,love story,9,False,119.054,79.2,62.7,3.92945,4/4,41.5,13.0,0.000397,8.450000000000001,-4.311,3.1,D Major,23
Taylor Swift,2,2008-11-11,hey stephen,10,False,115.99,57.1,78.8,4.237583333333333,4/4,79.7,10.6,0.0,9.34,-6.135,2.96,F# Major,24
Taylor Swift,2,2008-11-11,white horse,11,False,185.262,51.7,42.3,3.9086,4/4,36.6,36.9,0.0,17.7,-7.377,4.859999999999999,C Major,25
Taylor Swift,2,2008-11-11,you belong with me,12,False,130.033,77.3,63.2,3.8520666666666665,4/4,47.4,6.23,0.0,8.85,-4.856,3.46,F# Major,26
"Taylor Swift, Colbie Caillat",2,2008-11-11,breathe,13,False,148.035,62.6,50.6,4.389616666666667,4/4,32.1,15.6,0.0,22.8,-6.066,2.87,C# Major,27
Taylor Swift,2,2008-11-11,tell me why,14,False,100.023,90.9,57.8,3.3429333333333333,4/4,54.1,2.22,0.0,33.300000000000004,-3.669,6.279999999999999,G Major,28
Taylor Swift,2,2008-11-11,you're not sorry,15,False,133.873,44.4,50.6,4.36405,4/4,24.1,5.38,0.0,12.3,-4.99,2.85,F# Major,29
Taylor Swift,2,2008-11-11,the way i loved you,16,False,161.032,73.2,40.2,4.0522833333333335,4/4,47.2,0.33,0.0,10.8,-4.665,4.84,F Major,30
Taylor Swift,2,2008-11-11,forever and always,17,False,128.03,82.1,59.8,3.7554666666666665,4/4,67.30000000000001,2.31,0.0,14.3,-4.433,4.47,Bb Major,31
Taylor Swift,2,2008-11-11,the best day,18,False,125.0,57.6,64.2,4.088166666666667,4/4,46.9,48.8,0.0,15.9,-8.524,2.82,C# Major,32
Taylor Swift,2,2008-11-11,change,19,False,95.999,81.5,49.9,4.656,4/4,34.4,0.0191,0.0,18.1,-4.063,3.41,F Major,33
Taylor Swift,3,2010-10-25,mine,1,False,121.101,79.3,64.7,3.861783333333333,4/4,50.0,0.314,0.000193,17.4,-2.903,3.63,G Major,34
Taylor Swift,3,2010-10-25,sparks fly,2,False,114.921,76.9,60.5,4.35385,4/4,36.6,2.41,0.0,9.36,-2.413,3.2,F Major,35
Taylor Swift,3,2010-10-25,back to december,3,False,141.868,63.5,48.6,4.9031666666666665,4/4,23.5,0.705,0.0,11.9,-3.994,2.78,D Major,36
Taylor Swift,3,2010-10-25,speak now,4,False,119.002,68.60000000000001,73.4,4.041216666666666,4/4,59.8,22.5,0.0,13.6,-2.926,3.49,G Major,37
Taylor Swift,3,2010-10-25,dear john,5,False,119.447,46.8,37.9,6.765116666666667,3/4,11.5,3.27,0.0,15.8,-5.07,2.98,E Major,38
Taylor Swift,3,2010-10-25,mean,6,False,163.949,70.0,52.6,3.9782166666666665,4/4,59.6,32.1,0.0,21.3,-3.95,3.92,E Major,39
Taylor Swift,3,2010-10-25,the story of us,7,False,139.787,78.4,51.6,4.460883333333333,4/4,55.2,0.136,0.0,4.99,-2.636,5.63,E Major,40
Taylor Swift,3,2010-10-25,never grow up,8,False,125.054,33.900000000000006,68.4,4.882,4/4,57.2,86.7,0.0,19.4,-7.259,2.9000000000000004,D Major,41
Taylor Swift,3,2010-10-25,enchanted,9,False,81.949,55.3,52.0,5.88755,4/4,22.7,1.6,0.0,16.5,-3.546,2.69,Ab Major,42
Taylor Swift,3,2010-10-25,better than revenge,10,False,145.913,89.3,50.5,3.671783333333333,4/4,65.9,0.0795,0.0,17.8,-3.013,7.71,B Minor,43
Taylor Swift,3,2010-10-25,innocent,11,False,133.583,61.1,52.400000000000006,5.020366666666667,4/4,12.6,9.72,0.0,12.7,-5.298,2.97,C# Minor,44
Taylor Swift,3,2010-10-25,haunted,12,False,162.025,91.6,44.0,4.090216666666667,4/4,37.1,0.5519999999999999,0.0,25.2,-1.927,6.29,F Major,45
Taylor Swift,3,2010-10-25,last kiss,13,False,79.573,36.2,55.7,6.152,3/4,18.7,44.3,0.000357,10.0,-8.641,2.63,Bb Major,46
Taylor Swift,3,2010-10-25,long live,14,False,203.826,62.8,38.0,5.299333333333333,4/4,9.84,1.62,0.0,22.7,-4.054,3.8,C Major,47
Taylor Swift,3,2010-10-25,ours,15,False,159.824,47.5,53.900000000000006,3.93005,4/4,29.3,42.0,0.0,10.9,-8.411,2.87,C Major,48
Taylor Swift,3,2010-10-25,superman,17,False,131.898,73.3,53.7,4.582416666666667,4/4,34.7,0.207,0.0,11.0,-3.506,3.02,G Major,49
Taylor Swift,4,2012-10-22,state of grace,1,False,129.958,71.3,59.4,4.92355,4/4,32.800000000000004,0.0328,0.0,11.4,-5.314,5.029999999999999,A Major,50
Taylor Swift,4,2012-10-22,red,2,False,125.047,77.7,51.6,3.7182166666666654,4/4,40.8,0.108,0.000162,7.61,-4.908,3.75,C# Minor,51
Taylor Swift,4,2012-10-22,treacherous,3,False,109.984,59.3,64.5,4.045333333333334,4/4,29.9,3.44,0.0127,13.0,-6.506,2.88,D Major,52
Taylor Swift,4,2012-10-22,i knew you were trouble,4,False,154.008,55.7,58.4,3.6626666666666665,4/4,76.7,1.29,0.0,5.76,-6.371,3.42,F# Major,53
Taylor Swift,4,2012-10-22,all too well,5,False,185.972,52.8,44.0,5.486,4/4,13.2,1.71,0.203,23.4,-7.809,3.17,C Major,54
Taylor Swift,4,2012-10-22,22,6,False,103.984,69.5,64.2,3.8493333333333335,4/4,64.2,0.0443,0.00102,7.53,-5.62,2.81,G Major,55
Taylor Swift,4,2012-10-22,i almost do,7,False,145.88,55.900000000000006,51.1,4.07645,4/4,24.8,1.67,0.0,11.3,-6.587,2.64,E Major,56
Taylor Swift,4,2012-10-22,we are never ever getting back together,8,False,172.014,68.60000000000001,56.7,3.219116666666667,4/4,71.6,3.17,0.000186,7.32,-6.139,17.5,G Major,57
Taylor Swift,4,2012-10-22,stay stay stay,9,False,100.02,68.10000000000001,69.3,3.4297833333333334,4/4,66.3,8.48,0.0,7.68,-7.039,2.5,C Major,58
"Taylor Swift, Gary Lightbody",4,2012-10-22,the last time,10,False,94.05,53.400000000000006,50.2,4.984666666666667,4/4,15.5,3.99,0.0,9.77,-5.954,2.78,D Major,59
Taylor Swift,4,2012-10-22,holy ground,11,False,156.894,80.9,62.2,3.3826666666666667,4/4,51.1,2.88,0.218,10.9,-5.623,6.38,A Major,60
Taylor Swift,4,2012-10-22,sad beautiful tragic,12,False,130.059,40.6,60.1,4.746216666666666,3/4,23.200000000000003,62.2,0.00919,13.3,-11.827,2.75,G Major,61
Taylor Swift,4,2012-10-22,the lucky one,13,False,117.889,57.1,68.60000000000001,4.007783333333333,4/4,53.8,6.6000000000000005,0.0,6.08,-7.138,5.0,E Major,62
"Taylor Swift, Ed Sheeran",4,2012-10-22,everything has changed,14,False,79.918,61.0,49.8,4.09045,4/4,47.4,27.1,0.0,22.3,-5.098,3.63,F# Major,63
Taylor Swift,4,2012-10-22,starlight,15,False,126.014,68.5,62.8,3.67355,4/4,60.5,0.3239999999999999,0.0,18.0,-5.864,3.58,E Major,64
Taylor Swift,4,2012-10-22,begin again,16,False,78.915,52.7,51.9,3.981116666666667,4/4,26.700000000000003,7.5,0.0,13.2,-7.673,2.74,G Major,65
Taylor Swift,4,2012-10-22,the moment i knew,17,False,125.952,40.2,63.6,4.754666666666667,4/4,20.8,4.94,0.0,10.7,-7.855,3.1,G Major,66
Taylor Swift,4,2012-10-22,come back be here,18,False,79.846,63.2,46.0,3.7222166666666654,4/4,39.900000000000006,1.58,0.0,8.219999999999999,-6.031,3.02,E Major,67
Taylor Swift,4,2012-10-22,girl at home,19,False,125.089,73.6,69.1,3.675333333333333,4/4,61.2,0.955,0.00188,10.1,-6.974,3.26,F Major,68
Taylor Swift,5,2014-10-27,welcome to new york,1,False,116.989,60.2,76.0,3.543333333333333,4/4,68.5,0.661,0.0133,32.5,-4.871,3.16,G Major,69
Taylor Swift,5,2014-10-27,blank space,2,False,96.035,71.89999999999999,73.2,3.863883333333333,4/4,71.0,9.01,0.0,33.1,-5.469,6.45,C Major,70
Taylor Swift,5,2014-10-27,style,3,False,94.884,82.1,51.4,3.85,4/4,29.8,0.0456,2.32,9.46,-4.803,4.44,G Major,71
Taylor Swift,5,2014-10-27,out of the woods,4,False,91.981,88.4,54.400000000000006,3.93,4/4,18.4,0.0466,0.0134,38.1,-5.973,3.83,G Major,72
Taylor Swift,5,2014-10-27,all you had to do was stay,5,False,97.069,71.3,58.9,3.221483333333333,4/4,54.0,0.0778,0.0,18.8,-5.614,3.08,C Major,73
Taylor Swift,5,2014-10-27,shake it off,6,False,160.052,80.5,63.2,3.653483333333333,4/4,90.3,1.12,0.00251,15.6,-5.707,6.9,G Major,74
Taylor Swift,5,2014-10-27,i wish you would,7,False,118.032,85.3,67.10000000000001,3.460833333333333,4/4,52.3,0.388,0.000948,8.12,-6.568,4.17,C Major,75
Taylor Swift,5,2014-10-27,bad blood,8,False,169.999,71.1,62.4,3.5184,4/4,34.7,3.69,0.000313,19.0,-6.347,15.9,G Major,76
Taylor Swift,5,2014-10-27,wildest dreams,9,False,139.993,66.3,58.7,3.673883333333333,4/4,53.900000000000006,3.4799999999999995,0.00995,9.71,-7.439,5.98,Ab Major,77
Taylor Swift,5,2014-10-27,how you get the girl,10,False,120.014,67.0,76.1,4.12555,4/4,51.9,0.198,0.00108,8.73,-5.956,5.37,F Major,78
Taylor Swift,5,2014-10-27,this love,11,False,144.039,49.4,47.0,4.168333333333333,4/4,5.24,30.2,0.0,6.72,-8.672,3.49,E Major,79
Taylor Swift,5,2014-10-27,i know places,12,False,160.015,80.7,57.2,3.2616666666666667,4/4,62.6,8.459999999999999,0.0,7.1,-5.348,5.74,C Major,80
Taylor Swift,5,2014-10-27,clean,13,False,103.99,37.9,78.2,4.516666666666667,4/4,26.700000000000003,29.7,0.00298,10.3,-8.964,3.03,E Major,81
Taylor Swift,5,2014-10-27,wonderland,14,False,123.18,70.3,38.7,4.092783333333333,5/4,32.0,1.05,0.0011,12.8,-5.956,5.45,Eb Major,82
Taylor Swift,5,2014-10-27,you are in love,15,False,85.079,50.9,55.400000000000006,4.456483333333333,4/4,40.1,57.2,0.000208,11.3,-9.403,4.55,D Major,83
Taylor Swift,5,2014-10-27,new romantics,16,False,122.017,84.8,65.3,3.8363,4/4,72.39999999999999,0.516,0.000424,7.979999999999999,-5.936,5.83,F Major,84
Taylor Swift,6,2017-11-10,ready for it,1,False,160.015,76.4,61.3,3.469783333333333,4/4,41.7,5.27,0.0,19.7,-6.509,13.6,D Major,85
"Taylor Swift, Ed Sheeran, Future",6,2017-11-10,end game,2,False,159.073,58.9,64.9,4.08045,4/4,15.1,0.845,0.0,10.8,-6.237,5.58,D Major,86
Taylor Swift,6,2017-11-10,i did something bad,3,False,82.989,60.2,69.6,3.9708833333333335,4/4,30.5,6.79,0.00211,6.959999999999999,-6.156,15.9,C Minor,87
Taylor Swift,6,2017-11-10,don't blame me,4,False,135.917,53.400000000000006,61.5,3.940216666666666,4/4,19.3,10.6,0.00176,6.069999999999999,-6.719,3.86,A Minor,88
Taylor Swift,6,2017-11-10,delicate,5,False,95.045,40.400000000000006,75.0,3.8708833333333335,4/4,4.99,21.6,0.0357,9.11,-10.178,6.819999999999999,A Minor,89
Taylor Swift,6,2017-11-10,look what you made me do,6,False,128.07,70.89999999999999,76.6,3.530883333333333,4/4,50.6,20.4,0.00141,12.6,-6.471,12.3,A Minor,90
Taylor Swift,6,2017-11-10,so it goes,7,False,74.957,61.0,57.4,3.79845,4/4,37.4,12.2,0.00011,13.0,-7.283,7.32,D Major,91
Taylor Swift,6,2017-11-10,gorgeous,8,False,92.027,53.5,80.0,3.494666666666667,4/4,45.1,7.13,0.000948,21.3,-6.684,13.5,G Major,92
Taylor Swift,6,2017-11-10,getaway car,9,False,172.054,68.89999999999999,56.2,3.893783333333333,4/4,35.099999999999994,0.4649999999999999,0.0002229999999999,8.88,-6.745,12.7,D Major,93
Taylor Swift,6,2017-11-10,king of my heart,10,False,110.01,70.3,67.5,3.572,4/4,31.4,0.882,0.000221,3.91,-7.902,3.82,C Major,94
Taylor Swift,6,2017-11-10,dancing with our hands tied,11,False,160.024,69.1,62.4,3.5251166666666665,4/4,28.4,6.04,0.0011,13.8,-6.686,19.6,C Minor,95
Taylor Swift,6,2017-11-10,dress,12,False,120.085,46.9,71.89999999999999,3.83955,4/4,8.51,3.29,0.0,16.900000000000002,-8.792,5.33,C Major,96
Taylor Swift,6,2017-11-10,this is why we can't have nice things,13,False,163.96,78.9,56.7,3.4522166666666667,4/4,43.8,1.5599999999999998,0.0,38.2,-5.986,11.5,F Major,97
Taylor Swift,6,2017-11-10,call it what you want,14,False,163.954,50.4,59.8,3.391783333333333,4/4,25.2,18.6,0.0221,34.0,-9.874,7.31,A Major,98
Taylor Swift,6,2017-11-10,new year's day,15,False,94.922,15.1,66.10000000000001,3.92445,4/4,23.0,92.1,0.0,13.0,-12.864,3.54,C Major,99
Taylor Swift,7,2019-08-23,i forgot that you existed,1,False,92.875,31.6,66.4,2.844,4/4,54.1,29.8,0.000203,8.12,-10.345,51.9,F Major,100
Taylor Swift,7,2019-08-23,cruel summer,2,False,169.994,70.19999999999999,55.2,2.973783333333333,4/4,56.39999999999999,11.7,0.0020599999999999,10.5,-5.707,15.7,A Major,101
Taylor Swift,7,2019-08-23,lover,3,False,68.534,54.3,35.9,3.68845,4/4,45.3,49.2,0.00158,11.8,-7.582,9.19,G Major,102
Taylor Swift,7,2019-08-23,the man,4,False,110.048,65.8,77.7,3.1726666666666667,4/4,63.3,7.670000000000001,0.0,9.01,-5.191,5.4,C Major,103
Taylor Swift,7,2019-08-23,the archer,5,False,124.344,57.4,29.2,3.5206666666666666,4/4,16.6,12.0,0.569,6.63,-9.375,4.01,C Major,104
Taylor Swift,7,2019-08-23,i think he knows,6,False,100.003,36.6,89.7,2.8897833333333334,4/4,41.6,0.889,0.0353,7.15,-8.029,5.69,C Major,105
Taylor Swift,7,2019-08-23,miss americana and the heartbreak prince,7,False,150.088,74.7,66.2,3.90245,4/4,48.7,2.8000000000000003,0.615,13.8,-6.926,7.359999999999999,B Minor,106
Taylor Swift,7,2019-08-23,paper rings,8,False,103.979,71.89999999999999,81.10000000000001,3.7066666666666666,4/4,86.5,1.29,0.00136,7.42,-6.553,4.97,A Major,107
Taylor Swift,7,2019-08-23,cornelia street,9,False,102.012,62.4,82.39999999999999,4.7877833333333335,4/4,24.8,78.10000000000001,0.0189,10.0,-9.728,8.27,C Major,108
Taylor Swift,7,2019-08-23,death by a thousand cuts,10,False,94.071,73.2,71.2,3.308883333333333,4/4,31.3,45.4,0.0,31.9,-6.754,6.29,E Major,109
Taylor Swift,7,2019-08-23,london boy,11,False,157.925,71.0,69.5,3.1706666666666665,4/4,55.7,2.46,0.0104,13.3,-6.639,5.0,C# Major,110
"Taylor Swift, The Chicks",7,2019-08-23,soon you'll get better,12,False,207.476,18.2,43.3,3.359783333333333,4/4,42.1,90.7,0.0,12.3,-12.566,6.41,C Major,111
Taylor Swift,7,2019-08-23,false god,13,False,79.97,32.0,73.9,3.33845,4/4,35.099999999999994,73.6,0.0147,11.1,-10.862,23.9,B Minor,112
Taylor Swift,7,2019-08-23,you need to calm down,14,False,85.026,67.10000000000001,77.10000000000001,2.856,4/4,71.39999999999999,0.929,0.0,6.370000000000001,-5.617,5.53,D Major,113
Taylor Swift,7,2019-08-23,afterglow,15,False,111.011,44.9,75.6,3.72155,4/4,39.900000000000006,13.0,0.0,11.4,-8.746,3.44,A Major,114
"Taylor Swift, Brendon Urie, Panic! At The Disco",7,2019-08-23,me,16,False,182.162,83.0,61.0,3.216666666666667,4/4,72.8,3.3000000000000003,0.0,11.8,-4.105,5.71,C Major,115
Taylor Swift,7,2019-08-23,it's nice to have a friend,17,False,70.008,17.5,73.7,2.5073333333333334,4/4,54.50000000000001,97.1,0.0337,17.1,-9.912,4.01,Bb Major,116
Taylor Swift,7,2019-08-23,daylight,18,False,149.983,49.6,55.7,4.890883333333333,4/4,26.5,80.80000000000001,0.0173,7.720000000000001,-9.602,5.63,C Major,117
Taylor Swift,8,2020-08-18,the 1,1,True,139.902,36.1,78.0,3.504,4/4,16.3,75.0,0.000714,10.8,-6.942,4.8,C Major,118
Taylor Swift,8,2020-08-18,cardigan,2,False,130.045,57.99999999999999,61.2,3.9926666666666666,4/4,53.400000000000006,52.5,0.0414,26.0,-8.572,4.19,C Minor,119
Taylor Swift,8,2020-08-18,the last great american dynasty,3,True,147.991,65.3,68.8,3.85,4/4,70.1,48.1,0.414,10.6,-8.558,4.03,G Major,120
"Taylor Swift, Bon Iver",8,2020-08-18,exile,4,False,75.938,37.4,31.0,4.760666666666666,4/4,16.0,76.1,0.00246,11.0,-8.464,2.75,F# Major,121
Taylor Swift,8,2020-08-18,my tears ricochet,5,False,129.947,26.5,45.6,4.264883333333334,4/4,11.2,81.39999999999999,0.0,6.79,-10.663,3.28,C Major,122
Taylor Swift,8,2020-08-18,mirrorball,6,False,110.137,41.7,54.900000000000006,3.4828833333333336,4/4,34.7,68.60000000000001,0.00019,6.04,-10.064,3.5000000000000004,G Major,123
Taylor Swift,8,2020-08-18,seven,7,False,94.955,49.4,60.2,3.481783333333333,4/4,37.4,88.8,0.00259,9.02,-10.813,2.77,E Major,124
Taylor Swift,8,2020-08-18,august,8,False,89.567,63.4,38.7,4.365333333333333,4/4,42.0,55.3,0.00693,9.31,-9.222,3.63,F Major,125
Taylor Swift,8,2020-08-18,this is me trying,9,False,135.882,47.8,51.1,3.251783333333333,4/4,40.8,31.2,0.0023,14.7,-9.837,3.22,A Major,126
Taylor Swift,8,2020-08-18,illicit affairs,10,False,119.58,30.4,52.900000000000006,3.18155,4/4,44.0,86.2,0.0,10.8,-10.567,3.56,Bb Major,127
Taylor Swift,8,2020-08-18,invisible string,11,False,83.455,45.9,65.10000000000001,4.214666666666667,4/4,45.4,85.9,0.00663,10.5,-11.128,5.07,E Minor,128
Taylor Swift,8,2020-08-18,mad woman,12,True,141.898,70.0,59.3,3.95445,4/4,45.1,67.0,0.000677,11.6,-9.016,4.92,Eb Major,129
Taylor Swift,8,2020-08-18,epiphany,13,False,93.933,25.4,31.7,4.829116666666667,4/4,10.3,72.7,0.0326,8.67,-13.679,2.86,C# Major,130
Taylor Swift,8,2020-08-18,betty,14,True,95.946,37.6,59.5,4.908666666666667,4/4,47.6,58.9,0.0,9.89,-8.767,2.56,C Major,131
Taylor Swift,8,2020-08-18,peace,15,True,150.072,28.4,64.4,3.9,4/4,32.800000000000004,91.6,0.0015,9.09,-12.879,8.21,F Major,132
Taylor Swift,8,2020-08-18,hoax,16,False,118.84,17.8,67.60000000000001,3.667333333333333,4/4,40.400000000000006,96.4,0.00079,13.5,-15.01,3.94,Ab Major,133
Taylor Swift,8,2020-08-18,the lakes bonus track,17,False,179.947,25.8,31.3,3.5302166666666666,4/4,26.8,84.2,0.00013,9.48,-11.532,3.83,D Major,134
Taylor Swift,9,2021-01-07,willow,1,False,81.112,57.4,39.2,3.57845,4/4,52.900000000000006,83.3,0.179,14.499999999999998,-9.195,17.0,G Major,135
Taylor Swift,9,2021-01-07,champagne problems,2,True,171.319,24.0,46.2,4.066666666666666,4/4,32.0,92.0,0.0,11.3,-12.077,3.77,C Major,136
Taylor Swift,9,2021-01-07,gold rush,3,True,112.05,46.2,51.2,3.0886666666666667,4/4,35.3,83.0,16.6,12.1,-10.491,4.08,A Major,137
Taylor Swift,9,2021-01-07,'tis the damn season,4,False,145.916,43.4,57.49999999999999,3.830666666666666,4/4,34.8,73.5,0.00659,10.5,-8.193,3.12,F Major,138
Taylor Swift,9,2021-01-07,tolerate it,5,True,74.952,36.1,31.6,4.0906666666666665,5/4,22.1,87.8,0.0026699999999999,7.969999999999999,-10.381,4.88,A Major,139
"Taylor Swift, HAIM",9,2021-01-07,no body no crime,6,False,79.015,61.3,54.6,3.5937833333333336,4/4,53.5,41.8,0.0,10.3,-7.589,2.64,G Minor,140
Taylor Swift,9,2021-01-07,happiness,7,True,122.079,33.4,55.900000000000006,5.25245,4/4,21.1,87.0,0.0,11.4,-10.733,3.76,B Major,141
Taylor Swift,9,2021-01-07,dorothea,8,False,119.966,48.8,60.5,3.764666666666667,4/4,35.4,69.6,0.0,12.9,-8.322,2.64,E Major,142
"Taylor Swift, The National",9,2021-01-07,coney island,9,False,107.895,53.7,53.7,4.588666666666667,4/4,29.2,81.89999999999999,0.0904,14.2,-11.266,6.17,Ab Major,143
Taylor Swift,9,2021-01-07,ivy,10,True,88.856,54.50000000000001,51.5,4.3406666666666665,4/4,53.5,85.5,0.00197,9.21,-9.277,3.53,D Major,144
Taylor Swift,9,2021-01-07,cowboy like me,11,True,127.967,51.7,60.4,4.584,4/4,51.1,76.8,0.0155,12.3,-9.014,3.47,C Major,145
Taylor Swift,9,2021-01-07,long story short,12,False,157.895,73.0,54.6,3.5986666666666665,4/4,57.3,66.0,17.9,9.72,-7.704,4.17,C Major,146
Taylor Swift,9,2021-01-07,marjorie,13,False,96.103,56.10000000000001,53.5,4.296216666666667,4/4,28.7,87.6,0.0136,11.5,-11.609,4.84,F Major,147
Taylor Swift,9,2021-01-07,closure,14,False,151.884,70.39999999999999,68.89999999999999,3.010883333333333,5/4,92.0,83.5,0.000483,13.4,-10.813,24.5,A Major,148
"Taylor Swift, Bon Iver",9,2021-01-07,evermore,15,False,125.177,27.0,39.0,5.06845,5/4,32.0,93.7,0.2269999999999999,11.1,-10.673,3.08,C# Major,149
Taylor Swift,9,2021-01-07,right where you left me bonus track,16,False,137.915,61.9,58.1,4.083783333333334,4/4,64.5,76.9,0.0106,11.7,-6.524,2.82,Bb Major,150
Taylor Swift,9,2021-01-07,it's time to go bonus track,17,False,151.923,41.0,59.2,4.244,4/4,41.6,80.10000000000001,0.00139,9.0,-12.426,3.97,C Major,151
Taylor Swift,10,2021-04-09,fearless,1,False,100.118,74.1,56.89999999999999,4.026533333333333,4/4,43.0,1.22,0.0,33.300000000000004,-4.963,2.82,F Major,152
Taylor Swift,10,2021-04-09,fifteen,2,False,95.466,64.60000000000001,55.900000000000006,4.906983333333334,4/4,28.9,11.6,0.0,32.0,-4.61,2.72,G Major,153
Taylor Swift,10,2021-04-09,love story,3,False,119.054,79.2,62.7,3.92945,4/4,41.5,13.0,0.000397,8.450000000000001,-4.311,3.1,D Major,154
Taylor Swift,10,2021-04-09,hey stephen,4,False,115.99,57.1,78.8,4.237583333333333,4/4,79.7,10.6,0.0,9.34,-6.135,2.96,F# Major,155
Taylor Swift,10,2021-04-09,white horse,5,False,185.262,51.7,42.3,3.9086,4/4,36.6,36.9,0.0,17.7,-7.377,4.859999999999999,C Major,156
Taylor Swift,10,2021-04-09,you belong with me,6,False,130.033,77.3,63.2,3.8520666666666665,4/4,47.4,6.23,0.0,8.85,-4.856,3.46,F# Major,157
"Taylor Swift, Colbie Caillat",10,2021-04-09,breathe,7,False,148.035,62.6,50.6,4.389616666666667,4/4,32.1,15.6,0.0,22.8,-6.066,2.87,C# Major,158
Taylor Swift,10,2021-04-09,tell me why,8,False,100.023,90.9,57.8,3.3429333333333333,4/4,54.1,2.22,0.0,33.300000000000004,-3.669,6.279999999999999,G Major,159
Taylor Swift,10,2021-04-09,you're not sorry,9,False,133.873,44.4,50.6,4.36405,4/4,24.1,5.38,0.0,12.3,-4.99,2.85,F# Major,160
Taylor Swift,10,2021-04-09,the way i loved you,10,False,161.032,73.2,40.2,4.0522833333333335,4/4,47.2,0.33,0.0,10.8,-4.665,4.84,F Major,161
Taylor Swift,10,2021-04-09,forever and always,11,False,128.03,82.1,59.8,3.7554666666666665,4/4,67.30000000000001,2.31,0.0,14.3,-4.433,4.47,Bb Major,162
